~,st_data_export_quantity,st_data_export_probability
armor_repair_fa,1,1
ball_hammer,3,1
cleaning_kit_p,1,1
cleaning_kit_r5,1,1
cleaning_kit_r7,1,1
cleaning_kit_s,1,1
duct_tape,3,1
glue_a,3,1
glue_b,3,1
glue_e,3,1
grease,3,1
grooming,3,1
gun_oil,3,1
gun_oil_ru,3,1
gun_oil_ru_d,3,1
heavy_sewing_thread,3,1
kerosene,1,1
leatherman_tool,1,1
ramrod_tool,3,1
rasp_tool,3,1
recipe_advanced_1,1,1
recipe_advanced_2,1,1
recipe_advanced_3,1,1
recipe_basic_1,1,1
recipe_basic_2,1,1
recipe_basic_3,1,1
recipe_expert_1,1,1
recipe_expert_2,1,1
recipe_expert_3,1,1
sewing_kit_a,3,1
sewing_kit_b,3,1
sewing_kit_h,3,1
sewing_thread,8,1
sharpening_stones,3,1
solvent,3,1
steel_wool,4,1
swiss_knife,4,1
toolkit_p,1,1
