bandit,val_smart_terrain_7_4_bandit_trader_stalker_squad
bandit_basic,jup_cont_trader_bandit,trucks_cemetery_bandit_trader
csky_spore,mar_base_owl_stalker_trader_squad
duty,bar_dolg_general_petrenko_stalker_squad
ecolog_sakharov,yan_stalker_sakharov_squad
ecolog_spirit,yan_povar_army_mlr
freedom,jup_a6_freedom_trader_ashot_squad,mil_smart_terrain_7_10_freedom_trader_stalker_squad
generic_barman,agr_1_6_barman_army_mlr,bar_visitors_barman_stalker_trader_squad,cit_killers_merc_barman_mlr,jup_a6_stalker_barmen_squad,mar_base_stalker_barmen_squad,mil_freedom_barman_mlr,zat_b22_barmen
generic_mechanic,agr_smart_terrain_1_6_army_mechanic_stalker_squad,army_south_mechan_mlr,bar_visitors_cardan_tech_squad,cit_killers_merc_mechanic_stalker_squad,dasc_tech_mlr,esc_smart_terrain_5_7_loner_mechanic_stalker_squad,jup_a6_kardan_squad,jup_b10_stalker_drunk_squad,jup_b19_freedom_yar_squad,jup_b6_scientist_group,jup_cont_mech_bandit,mar_base_stalker_tech_squad,mechanic_army_yan_mlr,mechanic_monolith_kbo,merc_pri_a18_mech_mlr_squad,mil_smart_terrain_7_7_freedom_mechanic_stalker_squad,pri_monolith_monolith_mechanic_stalker_squad,red_greh_tech_squad,trucks_cemetery_bandit_mechanic,val_smart_terrain_7_3_bandit_mechanic_stalker_squad,zat_stancia_mech_merc
generic_medic,agr_1_6_medic_army_mlr,bandit_main_base_medic_mlr,bar_dolg_medic,cit_killers_merc_medic_stalker_squad,jup_a6_stalker_medik_squad,mar_doctor_squad,mil_freedom_medic,zat_b22_medic
greh,red_greh_trader_squad
isg_mission,jup_depo_isg_tech_squad
mercenary,cit_killers_merc_trader_stalker_squad
mercenary_basic,zat_stancia_trader_merc
mercenary_meeker,pri_special_trader_mlr_squad
military,agr_smart_terrain_1_6_army_trader_stalker_squad
military_esc,esc_3_16_military_trader
monolith,pri_monolith_monolith_trader_stalker_squad
monolith_basic,trader_monolith_kbo
stalker_basic,dasc_trade_mlr,trader_pri_a15_mlr
stalker_butcher,hunter_gar_trader_squad
stalker_flea_market,baraholka_trader,baraholka_trader_night
stalker_flea_market_night,baraholka_trader_night
stalker_loris,esc_main_base_trader_mlr
stalker_nimble,zat_a2_stalker_nimble_squad
stalker_owl,zat_b30_owl_stalker_trader_squad
stalker_sidorovich,esc_m_trader
