~,st_data_export_quantity,st_data_export_probability
armor_repair_fa,2,1
ball_hammer,10,1
boots,4,1
cleaning_kit_p,2,1
cleaning_kit_r5,2,1
cleaning_kit_r7,2,1
cleaning_kit_s,2,1
cooking,1,1
duct_tape,4,1
flashlight_broken,4,1
gloves,4,1
glue_a,2,1
glue_b,2,1
glue_e,2,1
grease,4,1
grooming,4,1
gun_oil,7,1
gun_oil_ru,7,1
gun_oil_ru_d,7,1
heavy_sewing_thread,4,1
kerosene,2,1
leatherman_tool,2,1
light_repair_kit,1,1
prt_i_fasteners,16,1
radio2,4,1
ramrod_tool,8,1
rasp_tool,8,1
recipe_advanced_1,1,1
recipe_advanced_2,1,1
recipe_advanced_3,1,1
recipe_basic_1,1,1
recipe_basic_2,1,1
recipe_basic_3,1,1
recipe_expert_1,1,1
recipe_expert_2,1,1
recipe_expert_3,1,1
sewing_kit_a,2,1
sewing_kit_b,2,1
sewing_kit_h,2,1
sewing_thread,10,1
sharpening_stones,3,1
solvent,7,1
steel_wool,5,1
swiss_knife,4,1
synthrope,4,1
toolkit_p,1,1
toolkit_s,1,1
trading_computer,1,1
upgr_o_1_magical,1,0.30
upgr_o_1_physical,1,0.30
upgr_o_1_utility,1,0.30
upgr_o_2_magical,1,0.15
upgr_o_2_physical,1,0.15
upgr_o_2_utility,1,0.15
upgr_o_3_magical,1,0.05
upgr_o_3_physical,1,0.05
upgr_o_3_utility,1,0.05
upgr_w_1_external,1,0.35
upgr_w_1_internal,1,0.35
upgr_w_1_optical,1,0.35
upgr_w_2_external,1,0.20
upgr_w_2_internal,1,0.20
upgr_w_2_optical,1,0.20
upgr_w_3_external,1,0.05
upgr_w_3_internal,1,0.05
upgr_w_3_optical,1,0.05
