~,st_data_export_quantity,st_data_export_probability
armor_repair_fa,3,1
ball_hammer,20,1
boots,4,1
cleaning_kit_p,3,1
cleaning_kit_r5,3,1
cleaning_kit_r7,3,1
cleaning_kit_s,3,1
cooking,1,1
duct_tape,6,1
flashlight_broken,4,1
gloves,4,1
glue_a,3,1
glue_b,3,1
glue_e,3,1
grease,6,1
grooming,6,1
gun_oil,9,1
gun_oil_ru,9,1
gun_oil_ru_d,9,1
heavy_repair_kit,2,1
heavy_sewing_thread,6,1
kerosene,2,1
leatherman_tool,3,1
light_repair_kit,2,1
medium_repair_kit,2,1
prt_i_fasteners,24,1
radio2,4,1
ramrod_tool,12,1
rasp_tool,12,1
recipe_advanced_1,1,1
recipe_advanced_2,1,1
recipe_advanced_3,1,1
recipe_basic_1,1,1
recipe_basic_2,1,1
recipe_basic_3,1,1
recipe_expert_1,1,1
recipe_expert_2,1,1
recipe_expert_3,1,1
sewing_kit_a,3,1
sewing_kit_b,3,1
sewing_kit_h,3,1
sewing_thread,12,1
sharpening_stones,3,1
solvent,9,1
steel_wool,8,1
swiss_knife,4,1
synthrope,4,1
toolkit_p,2,1
toolkit_r5,2,1
toolkit_r7,1,1
toolkit_s,2,1
upgr_o_1_magical,1,0.30
upgr_o_1_physical,1,0.30
upgr_o_1_utility,1,0.30
upgr_o_2_magical,1,0.15
upgr_o_2_physical,1,0.15
upgr_o_2_utility,1,0.15
upgr_o_3_magical,1,0.05
upgr_o_3_physical,1,0.05
upgr_o_3_utility,1,0.05
upgr_w_1_external,1,0.35
upgr_w_1_internal,1,0.35
upgr_w_1_optical,1,0.35
upgr_w_2_external,1,0.20
upgr_w_2_internal,1,0.20
upgr_w_2_optical,1,0.20
upgr_w_3_external,1,0.05
upgr_w_3_internal,1,0.05
upgr_w_3_optical,1,0.05
