~,st_data_export_quantity,st_data_export_probability
adrenalin,3,1
af_aac,2,1
af_aam,2,1
af_camelbak,1,1
af_camelbak_up,1,1
af_cooler,1,1
af_cooler_up,1,1
af_frames,1,1
af_frames_up,1,1
af_freon,1,1
af_freon_up,1,1
af_grid,1,1
af_grid_up,1,1
af_iam,2,1
af_kevlar,2,1
af_plates,2,1
af_surge,1,1
af_surge_up,1,1
ammo_11.43x23_fmj,5,1
ammo_11.43x23_hydro,4,1
ammo_5.7x28_ss190,5,1
ammo_5.7x28_ss195,5,1
ammo_9x18_ap,4,1
ammo_9x18_fmj,5,1
ammo_9x18_pmm,4,1
ammo_9x19_ap,4,1
ammo_9x19_fmj,5,1
ammo_9x19_pbp,4,1
ammo_9x21_sp10,4,1
analgetic,2,1
antibio_chlor,2,1
antibio_sulfad,2,1
antiemetic,2,1
antirad,5,1
antirad_cystamine,2,1
antirad_kalium,2,1
armor_repair_fa,2,1
bandage,5,1
batteries_dead,6,1
bolts_pack,2,1
cs_exolight_outfit,1,1
detector_advanced,1,1
detector_anomaly,1,1
detector_elite,2,1
detector_geiger,1,1
detector_radio,1,1
detector_scientific,1,1
detector_simple,1,1
device_pda_1,1,1
device_pda_2,1,1
device_pda_3,1,1
device_torch_dummy,1,1
device_torch_nv_1,1,1
device_torch_nv_2,1,1
device_torch_nv_3,1,1
drug_anabiotic,2,1
drug_antidot,3,1
drug_booster,3,1
drug_coagulant,3,1
drug_psy_blockade,3,1
drug_radioprotector,3,1
drug_sleepingpills,3,1
ecolog_guard_outfit,1,1
ecolog_outfit_blue,1,1
ecolog_outfit_green,1,1
ecolog_outfit_orange,1,1
ecolog_outfit_red,1,1
ecolog_outfit_white,1,1
ecolog_outfit_yello,1,1
equ_military_pack,1,1
equ_small_military_pack,1,1
equ_small_pack,1,1
equ_tourist_pack,1,1
exo_repair_kit,1,1
glue_b,2,1
gun_oil_ru,2,1
heavy_repair_kit,1,1
helm_m40,1,1
helm_protective,1,1
helm_respirator,1,1
helmet_repair_kit,1,1
jgut,2,1
lead_box,3,1
light_repair_kit,1,1
medium_repair_kit,1,1
medkit,4,1
medkit_ai1,3,1
medkit_ai2,3,1
medkit_ai3,3,1
medkit_scientic,2,1
morphine,2,1
salicidic_acid,2,1
scientific_outfit,1,1
sewing_kit_b,2,1
stimpack_army,4,1
stimpack_scientic,3,1
survival_kit,2,1
tetanus,3,1
toolkit_p,1,1
toolkit_r5,1,1
toolkit_r7,1,1
toolkit_s,1,1
wpn_aps_bas,1,1
wpn_beretta,1,1
wpn_beretta_modern,1,1
wpn_bizon,1,1
wpn_colt1911_n,1,1
wpn_cz75,1,1
wpn_cz75_auto,1,1
wpn_desert_eagle,1,1
wpn_fn57_bas,1,1
wpn_fnp45,1,1
wpn_fnx45,1,1
wpn_fort_snag,1,1
wpn_galil_custom,1,1
wpn_glock17,1,1
wpn_glock17_m1,1,1
wpn_glock_modern,1,1
wpn_gsh18,1,1
wpn_hpsa,1,1
wpn_kiparis_m1,1,1
wpn_kiparis_m2,1,1
wpn_kiparis_s,1,1
wpn_korth,1,1
wpn_korth_custom,1,1
wpn_mk14,1,1
wpn_mp412,1,1
wpn_mp443,1,1
wpn_mp5_custom,1,1
wpn_mp5sd,1,1
wpn_mp7,1,1
wpn_oc33,1,1
wpn_p90,1,1
wpn_pp2000,1,1
wpn_saiga12s_m1,1,1
wpn_sig220_n,1,1
wpn_sig226,1,1
wpn_sr25,1,1
wpn_sr2_m1,1,1
wpn_sr2_veresk,1,1
wpn_ump45,1,1
wpn_usp_custom,1,1
wpn_usp_match,1,1
wpn_usp_tac,1,1
wpn_vityaz,1,1
wpn_vz61_alt,1,1
wpn_vz61_scorpion,1,1
wpn_vz61_scorpion_m1,1,1
wpn_vz61_scorpion_m2,1,1
wpn_walther_p99,1,1
yadylin,2,1
