~,st_data_export_quantity,st_data_export_probability
226sig_kit,1,1
ac10632,1,1
af_camelbak,1,1
af_cooler,1,1
af_frames,1,1
af_freon,1,1
af_grid,1,1
af_kevlar,1,1
af_surge,1,1
aim_acro,1,1
aim_low,1,1
aimpoint,1,1
ammo_11.43x23_fmj,8,1
ammo_11.43x23_hydro,8,1
ammo_12x70_buck,8,1
ammo_12x76_zhekan,8,1
ammo_20x70_buck,8,1
ammo_357_hp_mag,6,1
ammo_5.56x45_fmj,2,0.85
ammo_5.7x28_ss190,3,1
ammo_5.7x28_ss195,10,1
ammo_7.62x25_p,10,1
ammo_7.62x25_ps,10,1
ammo_7.92x33_ap,6,1
ammo_7.92x33_fmj,2,1
ammo_9x18_ap,8,1
ammo_9x18_fmj,8,1
ammo_9x18_pmm,8,1
ammo_9x19_ap,8,1
ammo_9x19_fmj,8,1
ammo_9x19_pbp,8,1
batteries_dead,5,1
bolts_pack,2,1
broken_detector,1,1
c-more,1,1
charcoal,2,1
compression_bag,1,1
cooking,1,1
d0cter,1,1
detector_geiger,2,1
detector_radio,2,1
detector_simple,2,1
device_flashlight,1,1
device_pda_1,1,1
device_torch_dummy,1,1
e0t2,1,1
ekp8_02,1,1
ekp8_18,1,1
eot,1,1
explo_jerrycan_fuel,1,1
fieldcooker,1,1
flashlight_broken,1,1
gee36,1,1
hco,1,1
itm_actor_backpack,1,1
itm_backpack,1,1
itm_sleepbag,1,1
itm_tent,1,1
kerosene,2,1
kit_hunt,1,1
mod9,1,1
romeo4,1,1
romeo8,1,1
side,1,1
silen98,1,1
u2p2g0r,1,1
upg220,1,1
wpn_addon_scope_zf4,1,1
wpn_axe,1,1
wpn_binoc_inv,1,1
wpn_fort17,1,0.88
wpn_knife,1,1
wpn_knife2,1,1
wpn_knife3,1,1
wpn_sil_45,1,1
wpn_sil_9mm,1,1
wpn_sil_black_box,1,1
wpn_sil_forester,1,1
wpn_sil_gemtech,1,1
wpn_sil_osp9,1,1
