id,texture,width,height,x,y
0kp2,ui\ui_icon_bas,50,50,4400,50
0kp2_x,ui\ui_clean_scopes,50,50,350,100
1p29,ui\ui_icon_bas,50,50,4350,0
1p29_x,ui\ui_clean_scopes,50,50,450,400
1p59,ui\ui_icon_bas,100,50,3950,250
1p59_x,ui\ui_clean_scopes,100,50,200,150
1p63,ui\ui_icon_new_scopes_eft,50,50,0,0
1p63_x,ui\ui_clean_scopes,50,50,500,200
1p76,ui\ui_icon_bas,50,50,4050,50
1p76_x,ui\ui_clean_scopes,50,50,500,250
1p78gs,ui\ui_icon_bas,50,50,4100,50
1p78gs_x,ui\ui_clean_scopes,50,50,450,450
1p87,ui\ui_icon_new_scopes_eft,50,50,150,0
1p87_x,ui\ui_clean_scopes,50,50,400,250
1pn93,ui\ui_icon_bas,100,50,4300,200
1pn93_x,ui\ui_clean_scopes,100,50,200,200
1pn93n2_1gs,ui\ui_icon_bas,100,50,4000,200
1pn93n2_1gs_x,ui\ui_clean_scopes,100,50,200,250
226sig_kit,ui\ui_icon_bas,100,50,5150,450
23_up,ui\ui_icon_bas,100,50,5150,250
5c_tik,ui\ui_icon_bas,200,100,5600,500
ac10632,ui\ui_icon_bas,50,50,4050,0
ac10632_x,ui\ui_clean_scopes,50,50,400,0
ac11090,ui\ui_icon_bas,50,50,4200,0
ac11090_x,ui\ui_clean_scopes,50,50,300,200
acog,ui\ui_icon_bas,50,50,4000,0
acog2x,ui\car15_icons,50,50,250,200
acog_x,ui\ui_clean_scopes,50,50,300,0
addon,ui\ui_icon_equipment,50,50,0,0
admin,ui\ui_carkits,200,100,0,100
ado,ui\ui_icon_new_scopes_eft,100,50,0,250
ado_x,ui\ui_clean_scopes,100,50,0,450
adrenalin,ui\ui_tisk_meds,50,50,750,50
af_aac,ui\ui_icon_equipment,50,50,100,1400
af_aam,ui\ui_icon_equipment,50,50,150,1400
af_ah_e1,ui\ui_icon_equipment,50,50,550,3700
af_ah_e2,ui\ui_icon_equipment,50,50,550,3700
af_ah_f1,ui\ui_icon_equipment,50,50,350,3650
af_ah_g1,ui\ui_icon_equipment,50,50,50,3700
af_ah_g2,ui\ui_icon_equipment,50,50,50,3700
af_ah_h1,ui\ui_icon_equipment,50,50,0,3700
af_ah_h2,ui\ui_icon_equipment,50,50,0,3700
af_ah_o1,ui\ui_icon_equipment,50,50,100,3700
af_ah_o2,ui\ui_icon_equipment,50,50,100,3700
af_ah_r1,ui\ui_icon_equipment,50,50,600,3650
af_ah_r2,ui\ui_icon_equipment,50,50,600,3650
af_ah_r3,ui\ui_icon_equipment,50,50,600,3650
af_ah_r4,ui\ui_icon_equipment,50,50,600,3650
af_ah_r5,ui\ui_icon_equipment,50,50,600,3650
af_ah_s1,ui\ui_icon_equipment,50,50,500,3700
af_ameba_mica,ui\ui_icon_equipment,50,50,0,0
af_ameba_slime,ui\ui_icon_equipment,50,50,0,0
af_ameba_slug,ui\ui_icon_equipment,50,50,0,0
af_atom,ui\ui_icon_equipment,50,50,400,3700
af_ball,ui\ui_icon_equipment,50,50,150,3650
af_baloon,ui\ui_icon_equipment,50,50,400,3500
af_baloon_af_aac,ui\ui_icon_equipment,50,50,100,1400
af_baloon_af_aam,ui\ui_icon_equipment,50,50,150,1400
af_baloon_af_iam,ui\ui_icon_equipment,50,50,150,1350
af_baloon_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_bat,ui\ui_icon_equipment,50,50,200,3700
af_black,ui\ui_icon_equipment,50,50,0,3650
af_black_angel,ui\ui_icon_equipment,50,50,550,3650
af_black_spray,ui\ui_icon_equipment,50,50,900,3500
af_black_spray_af_aac,ui\ui_icon_equipment,50,50,100,1400
af_black_spray_af_aam,ui\ui_icon_equipment,50,50,150,1400
af_black_spray_af_iam,ui\ui_icon_equipment,50,50,150,1350
af_black_spray_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_blood,ui\ui_icon_equipment,50,50,250,3500
af_blood_af_aac,ui\ui_icon_equipment,50,50,100,1400
af_blood_af_aam,ui\ui_icon_equipment,50,50,150,1400
af_blood_af_iam,ui\ui_icon_equipment,50,50,150,1350
af_blood_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_bracelet,ui\ui_icon_equipment,50,50,350,3500
af_bracelet_af_aac,ui\ui_icon_equipment,50,50,100,1400
af_bracelet_af_aam,ui\ui_icon_equipment,50,50,150,1400
af_bracelet_af_iam,ui\ui_icon_equipment,50,50,150,1350
af_bracelet_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_camelbak,ui\ui_icon_equipment,50,50,350,950
af_camelbak_up,ui\ui_icon_equipment,50,50,350,950
af_cell,ui\ui_icon_equipment,50,50,500,3700
af_chelust,ui\ui_icon_equipment,50,50,350,3700
af_cocoon,ui\ui_icon_equipment,50,50,550,3700
af_compass,ui\ui_icon_equipment,50,50,850,3550
