~,st_data_export_quantity,st_data_export_probability
armor_repair_fa,3,1
ball_hammer,2,1
cleaning_kit_p,3,1
cleaning_kit_r5,3,1
cleaning_kit_r7,3,1
cleaning_kit_s,3,1
cleaning_kit_u,3,1
duct_tape,2,1
exo_repair_kit,1,1
glue_a,3,1
glue_b,3,1
glue_e,3,1
grease,2,1
gun_oil,3,1
gun_oil_ru,3,1
gun_oil_ru_d,3,1
heavy_repair_kit,2,1
heavy_sewing_thread,3,1
helmet_repair_kit,2,1
leatherman_tool,2,1
light_repair_kit,2,1
medium_repair_kit,2,1
prt_i_copper,3,1
prt_i_glass,3,1
prt_i_scrap,3,1
prt_i_wood,3,1
ramrod_tool,3,1
rasp_tool,3,1
sewing_kit_a,3,1
sewing_kit_b,3,1
sewing_kit_h,3,1
sewing_thread,5,1
sharpening_stones,3,1
solvent,3,1
steel_wool,2,1
swiss_knife,2,1
toolkit_p,2,1
toolkit_r5,2,1
toolkit_r7,1,1
toolkit_s,2,1
