~,st_data_export_price_multiplier
af_kevlar_up,2.0017118768437
af_misery_bread,2.0701526545884
af_plates_up,2.0552328312435
ammo_12x70_raid,2.2266524673223
ammo_20x70_buck,1.8013302871104
ammo_23x75_barrikada,1.898717478064
ammo_23x75_shrapnel,1.8894101276135
ammo_338_federal,1.9896379758073
ammo_9x21_sp10,1.8485782439678
ammo_vog-30,1.9196476247571
armor_repair_fa,1.8950304144563
ball_hammer,1.6947256303167
cleaning_kit_p,1.8492494445962
cleaning_kit_r5,1.8724670408155
cleaning_kit_r7,1.8858810059666
cleaning_kit_s,1.8581827654415
cleaning_kit_u,1.9725500649848
duct_tape,1.7327771013609
ecolog_raid_event_item,2.2808225309961
exo_dolg_red_outfit,2.272116225774
exo_repair_kit,2.0859126684961
glue_a,1.8321894344791
glue_b,1.7816425046711
glue_e,1.9002843326435
grease,1.8822631668722
gun_oil,1.8185709721541
gun_oil_ru,1.790801322589
gun_oil_ru_d,1.8113426873205
heavy_repair_kit,2.0465834422969
heavy_sewing_thread,1.8298682588137
helmet_repair_kit,1.9562188976585
item_raid_unknown,0
itm_advancedkit,1.6157328592742
itm_ammokit,1.545969652361
itm_basickit,1.58539570235
itm_expertkit,1.6356260786512
itm_tent,1.4803920863039
itm_tent_bag,1.3411534349424
light_repair_kit,1.9562188976585
medium_repair_kit,2.0118092063522
meinkampf,1.7833328131102
merc_combat_scientific_outfit,2.2825911155388
mil_radio_amplifier,2.024023703921
military_car_radio,1.9874283824609
monolith_shard,0
mutant_part_crow_beak,1.926955821781
partskit_tool,2.0569745844084
pill_raid,2.1367078122337
raid_injector_1,2.0881512098425
raid_injector_2,2.1582715624289
raid_injector_3,2.2044055089634
raid_injector_4,2.2266524673223
raid_injector_5,2.2449961178833
raid_intelligence_note,2.1092249246485
ramrod_tool,1.837374599419
rasp_tool,1.8172187882139
rotten_meat,0
sewing_kit_a,1.9599451892831
sewing_kit_b,1.9274197104634
sewing_kit_h,2.0138843967299
sewing_thread,1.7295644969647
sharpening_stones,1.819902150128
solvent,1.8151030523469
stalker_raid_event_item,2.2756461178245
steel_wool,1.8425512233115
svoboda_novice_outfit,2.0250053470481
toolkit_p,2.0030213789773
toolkit_r5,2.0270873516629
toolkit_r7,2.0382880898322
toolkit_s,2.0138843967299
upgr_o_1_armor,1.9196476247571
upgr_o_1_arty,1.9681232975169
upgr_o_1_bleed,2.020151038457
upgr_o_1_burn,1.8926216670499
upgr_o_1_carry,1.9816647999165
upgr_o_1_chem,1.898717478064
upgr_o_1_damage,1.9044243007151
upgr_o_1_durability,1.8713383013198
upgr_o_1_health,2.0028572668856
upgr_o_1_power,1.9242005993608
upgr_o_1_psi,1.9366315439835
upgr_o_1_rad,1.9148532677688
upgr_o_1_run,1.9603823276174
upgr_o_1_shock,1.909267417711
upgr_o_1_weight,1.9326736198915
upgr_o_2_armor,2.0110318022572
upgr_o_2_arty,2.0056613783824
upgr_o_2_bleed,2.0347799886912
upgr_o_2_burn,1.9588748843641
upgr_o_2_carry,2.0161141100518
upgr_o_2_chem,1.9458353478016
upgr_o_2_damage,2.0177495043212
upgr_o_2_durability,1.9422641493376
upgr_o_2_health,2.0367934850326
upgr_o_2_power,2.0127563349231
upgr_o_2_psi,1.9896379758073
upgr_o_2_rad,1.9917966892077
upgr_o_2_run,1.9804681646477
upgr_o_2_shock,1.9525859386767
upgr_o_2_weight,1.9828462939703
upgr_o_3_armor,2.0444502410874
upgr_o_3_arty,2.0480617430186
upgr_o_3_bleed,2.0756413146599
upgr_o_3_burn,1.9979901884322
upgr_o_3_carry,2.0444502410874
upgr_o_3_chem,2.0161141100518
upgr_o_3_damage,2.0444502410874
upgr_o_3_durability,2.0419651078054
upgr_o_3_health,2.0889311674507
upgr_o_3_power,2.0456691686292
upgr_o_3_psi,2.0313272245746
upgr_o_3_rad,2.0394140821035
upgr_o_3_run,2.0515429517619
upgr_o_3_shock,2.0056613783824
upgr_o_3_weight,2.0549031408437
upgr_w_1_calibre,2.0028572668856
upgr_w_1_dispersion,1.9509442194125
upgr_w_1_firemode,1.9767833022968
upgr_w_1_grenade_mount,1.9863037264992
upgr_w_1_inertion,1.9404249130388
upgr_w_1_magazine,1.9907235422131
upgr_w_1_muffle,1.9541988766523
upgr_w_1_recoil,1.8713383013198
upgr_w_1_reliability,1.9404249130388
upgr_w_1_rpm,1.9541988766523
upgr_w_1_scope,1.9792559855325
upgr_w_1_scope_mount,1.9196476247571
upgr_w_1_speed,1.9242005993608
upgr_w_1_weight,1.9326736198915
upgr_w_2_calibre,2.0406980543626
upgr_w_2_dispersion,2.009275302327
upgr_w_2_firemode,1.9874283824609
upgr_w_2_grenade_mount,2.024023703921
upgr_w_2_inertion,2.0127563349231
upgr_w_2_magazine,2.0381127219865
upgr_w_2_muffle,1.9896379758073
upgr_w_2_recoil,1.995970685197
upgr_w_2_reliability,1.9851653919622
upgr_w_2_rpm,1.9917966892077
upgr_w_2_scope,2.03409931802
upgr_w_2_scope_mount,1.9828462939703
upgr_w_2_speed,1.972946639057
upgr_w_2_weight,1.9851653919622
upgr_w_3_calibre,2.0756413146599
upgr_w_3_dispersion,2.0367934850326
upgr_w_3_firemode,2.0515429517619
upgr_w_3_grenade_mount,2.0492361436128
upgr_w_3_inertion,2.0444502410874
upgr_w_3_magazine,2.0559977721797
upgr_w_3_muffle,2.0313272245746
upgr_w_3_recoil,2.0144500690731
upgr_w_3_reliability,2.0313272245746
upgr_w_3_rpm,2.0394140821035
upgr_w_3_scope,2.0663141527874
upgr_w_3_scope_mount,2.0406980543626
upgr_w_3_speed,2.03409931802
upgr_w_3_weight,2.0419651078054
wpn_eft_rsh12,2.2655920827101
wpn_k98_mod_silen98,2.1841757665698
wpn_karabiner98k_silen98,2.1484488497729
wpn_krissvektor,2.2346747795053
wpn_remington700_bas,2.1854049144812
wpn_remington700_bas_archangel,2.1854049144812
wpn_remington700_bas_magpul_pro,2.1854049144812
wpn_remington700_bas_mod_x_gen3,2.1854049144812
wpn_shak12,2.310784822525
