~,st_data_export_quantity,st_data_export_probability
0kp2,1,1
1p63,1,1
af_camelbak,1,1
af_cooler,1,1
af_frames,1,1
af_freon,1,1
af_grid,1,1
af_kevlar,1,1
af_surge,1,1
ammo_11.43x23_fmj,8,1
ammo_11.43x23_hydro,8,1
ammo_12.7x55_fmj,4,1
ammo_12x70_buck,8,1
ammo_12x76_zhekan,7,1
ammo_20x70_buck,8,1
ammo_23x75_shrapnel,2,0.70
ammo_357_hp_mag,8,1
ammo_5.45x39_fmj,2,0.85
ammo_7.62x25_p,10,1
ammo_7.62x25_ps,10,1
ammo_7.62x39_fmj,5,1
ammo_7.62x54_7h1,3,1
ammo_7.92x33_ap,4,1
ammo_7.92x33_fmj,2,1
ammo_9x18_ap,8,1
ammo_9x18_fmj,8,1
ammo_9x18_pmm,7,1
ammo_9x19_ap,7,1
ammo_9x19_fmj,8,1
ammo_9x19_pbp,7,1
ammo_9x21_sp10,6,1
ammo_9x39_pab9,2,0.85
antirad,2,1
bandage,4,1
batteries_dead,5,1
bolts_pack,2,1
bottle_metal,2,1
box_matches,4,1
bread,2,1
broken_detector,1,1
charcoal,2,1
cigar1,2,1
cigar2,2,1
cigar3,2,1
compression_bag,1,1
conserva,2,1
cooking,1,1
detector_geiger,2,1
detector_radio,2,1
detector_simple,2,1
device_flashlight,1,1
device_pda_1,1,1
device_torch_dummy,1,1
ekp8_02,1,1
ekp8_18,1,1
energy_drink,2,1
eot,1,1
explo_jerrycan_fuel,1,1
fieldcooker,1,1
flashlight_broken,1,1
flask,3,1
gee36,1,1
gurza_up,1,1
itm_actor_backpack,1,1
itm_backpack,1,1
itm_sleepbag,1,1
itm_tent,1,1
kerosene,2,1
kit_hunt,1,1
kobra,1,1
kolbasa,2,1
lazup_pl15,1,1
medkit,2,1
nbc_outfit,1,1
okp,1,1
pk1,1,1
pl15_scolaz,1,1
rakurs,1,1
side,1,1
sr1upgr1,1,1
usp1,1,1
wastelander_outfit,1,1
wpn_addon_scope_pu,1,1
wpn_binoc_inv,1,1
wpn_fort17,1,0.75
wpn_knife,1,1
wpn_knife2,1,1
wpn_knife3,1,1
wpn_sil_aps,1,1
wpn_sil_pbs1,1,1
wpn_sil_sr1m,1,1
